0,1,2,3
単勝,3,1980,9
複勝,3 6 16,"680 1,650 1,000",9 14 12
枠連,2 - 3,14660,30
馬連,3 - 6,53680,90
ワイド,3 - 6 3 - 16 6 - 16,"11,180 4,490 20,010",86 52 105
馬単,3 → 6,95600,178
三連複,3 - 6 - 16,338400,432
三連単,3 → 6 → 16,1944140,2428
