着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,4,8,ゴールデンバローズ,牡3,56,戸崎圭太,1:37.1,,1.4,1,508(-2),[東] 堀宣行
2,6,12,イーデンホール,牡3,56,吉田豊,1:37.7,3.1/2,20.5,5,486(+2),[東] 大久保洋
3,2,4,クロスクリーガー,牡3,56,岩田康誠,1:37.7,クビ,6.8,2,464(0),[西] 庄野靖志
4,7,14,ディアドムス,牡3,58,三浦皇成,1:37.7,アタマ,25.7,7,484(+1),[東] 高橋裕
5,7,13,ブルームーン,牡3,56,浜中俊,1:38.3,3.1/2,23.9,6,440(-2),[西] 清水久詞
6,5,9,タップザット,牡3,57,福永祐一,1:38.4,クビ,9.5,3,490(+4),[西] 池江泰寿
7,1,1,ペプチドウォヘッド,牡3,56,ベリー,1:38.5,3/4,11.2,4,464(+4),[西] 吉村圭司
8,8,15,タイセイラビッシュ,牡3,56,内田博幸,1:38.7,1.1/2,53.1,10,488(+5),[西] 矢作芳人
9,3,6,スルターナ,牝3,54,横山典弘,1:38.8,1/2,66.8,11,454(-6),[西] 昆貢
10,4,7,オウマタイム,牡3,56,左海誠二,1:38.9,3/4,218.4,13,450(-6),[地] 林正人
11,1,2,フィールドスラッピ,牝3,54,松山弘平,1:39.0,3/4,214.8,12,426(0),[西] 坂口正則
12,6,11,クリノダイスーシー,牡3,56,石橋脩,1:39.2,1.1/4,256.6,15,484(-16),[西] 高橋義忠
13,2,3,プレシャスルージュ,牡3,56,松若風馬,1:39.4,3/4,41.1,9,472(-12),[西] 音無秀孝
14,5,10,パーティメーカー,牡3,56,吉原寛人,1:40.0,3.1/2,248.8,14,468(0),[地] 小久保智
15,8,16,ワンダフルラスター,牡3,56,Ｃ．デム,1:40.2,1,28.6,8,516(+4),[西] 音無秀孝
16,3,5,タケルオウジ,牡3,56,柴山雄一,1:40.7,3,421.6,16,492(-2),[東] 加藤征弘
