着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,1,2,ナリタポセイドン,牡6,57,武士沢友,2:10.7,,185.8,15,486(-4),[西] 南井克巳
2,2,4,キープインタッチ,牡5,57,北村宏司,2:10.8,3/4,7.0,4,506(-4),[東] 古賀慎明
3,7,14,エルマンボ,牡5,57,石橋脩,2:10.8,ハナ,5.7,2,542(+2),[東] 堀宣行
4,2,3,ギャザーロージズ,セ8,57,柴山雄一,2:11.2,2.1/2,100.8,14,486(-4),[東] 斎藤誠
5,5,10,ロワジャルダン,牡4,56,Ｃ．デム,2:11.2,ハナ,2.5,1,498(-4),[東] 戸田博文
6,6,11,ショウナンアポロン,牡5,57,戸崎圭太,2:11.4,1,29.8,8,500(-10),[東] 古賀史生
7,6,12,オメガスカイツリー,牡7,57,岩田康誠,2:11.6,1.1/4,59.5,11,506(+8),[東] 奥平雅士
8,3,5,サンライズスマート,牡6,57,松若風馬,2:12.0,2.1/2,36.8,9,478(-6),[西] 音無秀孝
9,7,13,ヴォルケンクラッツ,牡4,56,三浦皇成,2:12.2,1.1/4,14.5,6,526(-22),[西] 平田修
10,4,8,クロスボウ,牡5,57,吉田豊,2:12.3,クビ,7.8,5,516(-2),[東] 大久保洋
11,5,9,セイカフォルテ,牡7,57,田中勝春,2:12.9,3.1/2,254.8,16,456(0),[東] 相沢郁
12,3,6,ドラゴンピース,牡6,57,伊藤工真,2:12.9,クビ,6.4,3,500(+4),[東] 久保田貴
13,8,16,レッドサクセサー,牡5,57,蛯名正義,2:14.2,8,75.9,13,542(0),[西] 角居勝彦
14,8,15,タナトス,牡7,57,吉原寛人,2:14.9,4,70.7,12,456(-2),[西] 森秀行
15,4,7,ジャッカスバーク,牡4,56,ベリー,2:15.0,1/2,24.2,7,524(-14),[東] 古賀慎明
16,1,1,ケイジータイタン,セ5,57,岩部純二,2:17.7,大,57.7,10,534(-2),[東] 萱野浩二
