着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,8,14,キネオイーグル,牡4,57,戸崎圭太,2:12.2,,3.4,2,512(-4),[東] 高柳瑞樹
2,3,4,ロワジャルダン,牡4,57,ルメール,2:12.3,1/2,1.7,1,508(+10),[東] 戸田博文
3,5,8,オリオンザムーン,牡5,57,柴田大知,2:12.9,3.1/2,54.8,8,510(-2),[東] 小西一男
4,2,2,ハーストイーグル,牡5,57,勝浦正樹,2:13.1,1.1/4,17.9,5,504(-4),[東] 粕谷昌央
5,7,12,パッショネイトラン,牡3,54,田辺裕信,2:13.1,アタマ,9.5,3,532(-4),[東] 尾形和幸
6,5,7,ウェルウィッチア,牡6,57,吉田隼人,2:13.3,1.1/2,101.2,11,476(-2),[東] 高木登
7,8,13,ランブリングマン,牡5,57,大野拓弥,2:13.4,3/4,26.7,7,538(+8),[東] 新開幸一
8,3,3,メイショウサリマン,牡7,57,田中博康,2:13.4,アタマ,200.7,12,490(-2),[西] 高橋義忠
9,6,10,マルマロス,牡5,57,三浦皇成,2:13.6,1.1/2,25.8,6,520(+4),[東] 新開幸一
10,1,1,アイアイエンデバー,牡6,57,西田雄一,2:13.6,アタマ,65.7,10,464(0),[東] 浅野洋一
11,7,11,レッドエンブレム,牡5,57,内田博幸,2:13.8,1.1/4,56.0,9,502(-4),[東] 戸田博文
12,4,5,エリーフェアリー,牝4,55,津村明秀,2:14.1,1.3/4,14.5,4,486(+6),[東] 小野次郎
13,6,9,デルマカマイタチ,牡5,57,武士沢友,2:14.4,2,202.3,13,490(+6),[東] 堀井雅広
14,4,6,ブライトジェム,牡7,57,長岡禎仁,2:14.5,クビ,357.9,14,496(0),[東] 高市圭二
