0,1,2,3
単勝,1,750,4
複勝,1 11 10,280 350 540,4 6 8
枠連,1 - 6,2380,13
馬連,1 - 11,4010,17
ワイド,1 - 11 1 - 10 10 - 11,"1,270 1,930 1,800",15 26 24
馬単,1 → 11,6960,30
三連複,1 - 10 - 11,16720,65
三連単,1 → 11 → 10,90400,311
