着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,1,1,ディサイファ,牡5,56,四位洋文,1:46.2,,4.3,2,492(+6),[東] 小島太
2,3,5,マイネルラクリマ,牡6,57,川田将雅,1:46.2,アタマ,11.2,4,480(-4),[東] 上原博之
3,2,4,ダークシャドウ,牡7,59,戸崎圭太,1:46.4,1.1/4,17.7,8,516(-4),[東] 堀宣行
4,5,10,タマモベストプレイ,牡4,56,内田博幸,1:46.4,クビ,10.4,3,482(-6),[西] 南井克巳
5,2,3,ダノンヨーヨー,牡8,57,田辺裕信,1:46.5,クビ,28.7,9,506(0),[西] 音無秀孝
6,7,13,マジェスティハーツ,牡4,56,横山典弘,1:46.6,1/2,2.4,1,490(-6),[西] 松永昌博
7,1,2,タムロスカイ,牡7,56,江田照男,1:46.7,1/2,147.1,14,488(0),[西] 西園正都
8,6,12,カネトシディオス,牡7,56,柴田善臣,1:47.0,1.3/4,282.2,17,452(0),[西] 田中章博
9,5,9,トーセンジャガー,牡6,56,武士沢友,1:47.0,アタマ,185.4,15,490(-2),[東] 木村哲也
10,4,7,ゴールデンナンバー,牝5,54,大野拓弥,1:47.1,クビ,16.9,7,518(-6),[東] 鈴木康弘
11,3,6,レインスティック,牡7,56,吉田豊,1:47.3,1.1/4,105.0,13,446(-14),[東] 勢司和浩
12,8,17,カルドブレッサ,牡6,56,ウィリア,1:47.3,クビ,12.3,6,490(-4),[西] 吉田直弘
13,7,14,シルクアーネスト,牡7,56,宮崎北斗,1:47.3,ハナ,36.7,11,506(+2),[西] 池添兼雄
14,8,16,アーデント,牡5,56,蛯名正義,1:47.3,アタマ,47.0,12,474(-6),[東] 加藤征弘
15,6,11,ペルーサ,牡7,56,北村宏司,1:47.3,ハナ,11.2,5,528(+10),[東] 藤沢和雄
16,8,15,フェスティヴタロー,牡5,56,田中勝春,1:47.7,2.1/2,29.5,10,496(-2),[東] 天間昭一
17,4,8,パドトロワ,牡7,59,石橋脩,1:49.3,10,191.2,16,524(+7),[西] 鮫島一歩
