着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,2,2,フェデラルホール,牡5,57,蛯名正義,2:25.2,,4.1,2,490(0),[東] 中川公成
2,8,9,ラングレー,牡3,54,北村宏司,2:25.2,アタマ,1.8,1,478(-4),[西] 矢作芳人
3,3,3,タブレットピーシー,牡3,53,田中勝春,2:25.2,アタマ,20.0,6,470(+2),[東] 宗像義忠
4,1,1,フィルハーマジック,牝6,52,丸田恭介,2:25.4,1.1/4,23.7,8,470(-4),[西] 野中賢二
5,5,5,アナンジュパス,牝5,52,大野拓弥,2:25.5,クビ,20.4,7,470(-2),[東] 久保田貴
6,4,4,エイダイポイント,牡6,55,岩部純二,2:25.6,3/4,13.8,5,454(0),[東] 菊沢隆徳
7,6,6,エスペリア,牡5,54,石橋脩,2:25.7,3/4,96.4,10,440(-14),[西] 松元茂樹
8,8,10,デルカイザー,牡3,53,柴田善臣,2:25.9,1.1/2,8.9,3,470(-2),[東] 藤沢和雄
9,7,8,オウケンブラック,牡3,52,松岡正海,2:25.9,ハナ,12.2,4,466(-4),[東] 田中剛
10,7,7,ジェラルド,セ5,54,田辺裕信,2:26.7,5,25.1,9,490(+18),[西] 友道康夫
