着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,5,5,トーセンベニザクラ,牝5,55,武豊,1:34.9,,8.8,3,452(0),[東] 加藤征弘
2,6,6,レッドセシリア,牝4,55,三浦皇成,1:35.1,1.1/4,1.7,1,424(0),[東] 鹿戸雄一
3,2,2,チャーチクワイア,牝5,55,北村宏司,1:35.1,クビ,10.9,4,470(+4),[東] 古賀慎明
4,7,9,ダンスファンタジア,牝6,55,ブノワ,1:35.3,1.1/4,14.2,7,478(+10),[東] 藤沢和雄
5,6,7,ウイングドウィール,牝5,55,ベリー,1:35.3,クビ,24.4,8,488(+2),[東] 宗像義忠
6,4,4,ジーニマジック,牝4,55,田中勝春,1:35.5,1.1/2,7.7,2,474(+2),[東] 小笠倫弘
7,3,3,マイネヒメル,牝5,55,柴田大知,1:35.6,クビ,25.1,9,480(+2),[東] 菊沢隆徳
8,7,8,マコトブリジャール,牝4,55,岩田康誠,1:35.7,1/2,11.7,5,394(-16),[西] 鮫島一歩
9,1,1,サニーヘイロー,牝6,55,大野拓弥,1:36.0,2,229.9,11,472(+4),[東] 谷原義明
10,8,10,ダイワストリーム,牝4,55,田辺裕信,1:36.4,2.1/2,12.0,6,478(+2),[東] 上原博之
11,8,11,カシュカシュ,牝5,55,藤懸貴志,1:36.5,1/2,106.5,10,434(-2),[西] 平田修
