着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,2,4,レッドアンシェル,牡6,57.0,福永祐一,1:07.8,,14.9,8,478(+8),[西] 庄野靖志
2,5,10,モズスーパーフレア,牝5,56.5,松若風馬,1:08.1,1.3/4,3.9,1,508(+14),[西] 音無秀孝
3,6,11,アウィルアウェイ,牝4,55.5,川田将雅,1:08.1,アタマ,15.5,10,482(+14),[西] 高野友和
4,3,6,クライムメジャー,牡6,54.0,鮫島克駿,1:08.2,1/2,50.8,15,528(0),[西] 渡辺薫彦
4,7,15,アンヴァル,牝5,54.0,北村友一,1:08.2,同着,12.5,6,478(+6),[西] 藤岡健一
6,3,5,トゥラヴェスーラ,牡5,55.0,武豊,1:08.3,1/2,7.3,3,478(-2),[西] 高橋康之
7,8,18,ジョーカナチャン,牝5,55.0,菱田裕二,1:08.3,クビ,11.9,5,464(+4),[西] 松下武士
8,1,1,プリディカメント,牝5,52.0,浜中俊,1:08.3,ハナ,14.5,7,520(+2),[西] 吉村圭司
9,8,17,タイセイアベニール,牡5,56.0,松山弘平,1:08.4,クビ,6.5,2,490(-8),[西] 西村真幸
10,7,13,メイショウキョウジ,牡5,55.0,藤岡康太,1:08.4,アタマ,29.8,11,480(+8),[西] 藤岡健一
11,2,3,ブライティアレディ,牝7,52.0,幸英明,1:08.5,3/4,55.8,16,436(-4),[西] 武幸四郎
12,6,12,マイネルグリット,牡3,53.0,国分優作,1:08.6,3/4,41.9,14,484(-2),[西] 吉田直弘
13,5,9,ダイメイプリンセス,牝7,56.0,秋山真一,1:08.6,クビ,11.4,4,502(+4),[西] 森田直行
13,7,14,メジェールスー,牝5,52.0,岡田祥嗣,1:08.6,同着,69.3,17,470(-4),[西] 藤原英昭
15,8,16,ジョイフル,牡6,56.0,川又賢治,1:08.7,1/2,31.9,13,512(0),[西] 吉村圭司
16,4,8,ラブカンプー,牝5,54.0,藤田菜七,1:09.3,3.1/2,30.1,12,440(-2),[西] 森田直行
17,1,2,ゴールドクイーン,牝5,55.5,古川吉洋,1:09.4,1/2,73.6,18,462(-2),[西] 坂口智康
18,4,7,カリオストロ,牝3,51.0,酒井学,1:09.8,2.1/2,15.1,9,454(-4),[西] 加用正
