着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,3,3,アルコレーヌ,牝3,52,川田将雅,1:45.5,,1.8,1,456(0),[西] 奥村豊
2,8,12,マドルガーダ,牝3,52,藤岡康太,1:45.7,1.1/4,4.7,2,454(-8),[西] 笹田和秀
3,5,6,テオレーマ,牝4,55,北村友一,1:45.8,1/2,37.2,9,482(-6),[西] 石坂正
4,4,5,アドマイヤビーナス,牝4,55,浜中俊,1:46.0,1.1/4,9.7,4,476(-6),[西] 須貝尚介
5,4,4,アシャカリブラ,牡6,57,荻野極,1:46.1,3/4,51.3,10,534(+2),[西] 斉藤崇史
6,6,8,モズレジーナ,牝4,55,松若風馬,1:46.1,クビ,7.9,3,436(-6),[西] 矢作芳人
7,7,10,キタサンチャンドラ,牡4,57,国分優作,1:46.2,クビ,35.9,8,470(+4),[西] 梅田智之
8,5,7,モサ,牡4,57,幸英明,1:46.3,3/4,31.8,7,498(-6),[西] 角田晃一
9,8,13,ティボリドライヴ,牝4,55,鮫島克駿,1:46.4,1/2,56.6,11,480(-6),[西] 石坂公一
10,1,1,アスターストーリー,牝6,55,小崎綾也,1:46.5,1/2,136.5,12,464(+2),[西] 湯窪幸雄
11,2,2,スズカスマート,牝6,55,秋山真一,1:46.7,1.1/4,19.1,6,500(+6),[西] 大橋勇樹
12,7,11,クリノアントニヌス,牡6,57,国分恭介,1:46.7,アタマ,216.1,13,526(-6),[西] 川村禎彦
13,6,9,チュウワフライヤー,牝4,55,松山弘平,1:46.7,アタマ,14.5,5,506(-10),[西] 大久保龍
