着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,3,6,メジロツボネ,牝5,53,黛弘人,1:09.7,,8.7,5,454(+2),[東] 高木登
2,6,11,ヤマニンプチガトー,牝4,53,藤田伸二,1:09.7,クビ,6.3,3,476(-2),[西] 木原一良
3,1,2,レッドガルシア,牡4,55,松田大作,1:09.7,ハナ,12.1,6,506(-2),[東] 大久保洋
4,7,13,ワキノブレイブ,牡3,54,四位洋文,1:09.8,クビ,3.4,1,474(0),[西] 清水久詞
5,4,8,ゴールデンムーン,牝4,53,三浦皇成,1:09.9,3/4,4.4,2,468(-2),[西] 須貝尚介
6,2,4,ニシノカチヅクシ,牡4,55,柴山雄一,1:09.9,クビ,15.0,7,490(-2),[西] 田所秀孝
7,2,3,トレノソルーテ,セ7,53,川須栄彦,1:10.0,クビ,138.7,15,526(+4),[東] 伊藤正徳
8,8,16,シゲルシゲザネ,牡6,55,川島信二,1:10.0,ハナ,24.2,9,484(-4),[西] 藤沢則雄
9,1,1,メイショウヒデタダ,牡4,56,吉田隼人,1:10.1,クビ,8.2,4,478(+4),[西] 南井克巳
10,5,10,セイウンチカラ,牡3,53,秋山真一,1:10.3,1.1/4,17.9,8,494(-8),[西] 須貝尚介
11,4,7,ツクバリンカーン,牡3,53,古川吉洋,1:10.3,ハナ,33.8,10,530(+4),[東] 土田稔
12,8,15,ジョージジョージ,牡3,52,丸田恭介,1:10.3,クビ,78.1,12,444(0),[東] 高橋義博
13,5,9,ラベンダーカラー,牝5,52,菱田裕二,1:10.4,クビ,95.6,13,440(+4),[西] 羽月友彦
14,7,14,リベルタドーレス,牡3,52,丸山元気,1:10.7,2,38.8,11,488(-10),[東] 宗像義忠
15,3,5,サクラシリアス,牡6,53,津村明秀,1:10.7,アタマ,246.4,16,490(+4),[東] 菊沢隆徳
16,6,12,ベストブルーム,牡6,55,勝浦正樹,1:10.8,3/4,138.0,14,468(+4),[東] 岩戸孝樹
