着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,7,13,マテンロウスパーク,牡4,57,横山和生,1:50.9,,3.6,2,510(+6),[西] 昆貢
2,3,4,キンノマサカリ,牡4,57,吉田隼人,1:51.1,1.1/4,3.6,1,488(+10),[西] 鈴木孝志
3,1,1,ゴールデンライオン,牡5,57,中井裕二,1:51.6,3,7.6,5,510(+4),[西] 川村禎彦
4,4,6,ルドンカズマ,牡4,57,西村淳也,1:51.6,クビ,14.9,7,486(0),[西] 杉山晴紀
5,5,8,ジーマックス,牡4,57,丸田恭介,1:51.8,1,13.8,6,530(+6),[東] 中舘英二
6,2,2,マイネルイヴィンス,セ5,57,黛弘人,1:51.9,1/2,65.8,11,508(0),[東] 清水英克
7,6,10,ルナエクリプス,牡4,57,勝浦正樹,1:51.9,ハナ,91.3,12,528(+2),[東] 田村康仁
8,2,3,ベルジュネス,セ5,57,丹内祐次,1:51.9,1/2,27.7,8,462(-6),[東] 畠山吉宏
9,6,11,アベックフォルス,牡4,57,秋山稔樹,1:52.1,1.1/4,38.9,10,484(-2),[東] 加藤士津
10,7,12,ゼヒニオヨバズ,セ5,57,津村明秀,1:52.4,1.1/2,27.8,9,524(+2),[東] 松山将樹
11,3,5,バルサミックムーン,セ4,57,吉田豊,1:52.6,1.1/2,6.8,3,494(-8),[東] 武藤善則
12,8,14,レッドゼノン,牡7,57,亀田温心,1:52.9,1.3/4,106.8,14,476(-2),[西] 茶木太樹
13,5,9,フェイバリット,牡4,57,菊沢一樹,1:52.9,アタマ,212.5,15,468(+2),[東] 小桧山悟
14,8,15,コスモハヤテ,牡5,57,藤井勘一,1:53.0,クビ,95.8,13,474(+4),[東] 小野次郎
15,4,7,フレイムウィングス,牡4,57,菱田裕二,1:53.2,1.1/4,7.2,4,482(0),[西] 岡田稲男
