着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,8,18,ドナウデルタ,牝5,54.0,鮫島克駿,1:21.8,,8.3,4,456(+6),[西] 高野友和
2,6,12,インターミッション,牝4,52.0,嶋田純次,1:21.9,1/2,91.9,17,424(+14),[東] 手塚貴久
3,5,10,ダディーズビビッド,牡3,53.0,竹之下智,1:22.0,1/2,13.3,7,506(+6),[西] 千田輝彦
4,4,8,ホープフルサイン,牡5,54.0,柴田善臣,1:22.1,3/4,16.6,9,496(-6),[東] 本間忍
5,7,14,デュープロセス,牡5,57.0,横山和生,1:22.1,クビ,27.7,13,478(+2),[西] 安田隆行
6,3,6,ザイツィンガー,牡5,54.0,菱田裕二,1:22.2,クビ,8.5,5,430(+2),[西] 牧田和弥
7,8,17,アイラブテーラー,牝5,54.0,川又賢治,1:22.2,クビ,23.0,12,458(-4),[西] 河内洋
8,1,2,ルッジェーロ,セ6,55.0,武藤雅,1:22.2,ハナ,8.9,6,512(+2),[東] 鹿戸雄一
9,6,11,キルロード,セ6,56.5,内田博幸,1:22.3,3/4,6.4,2,504(0),[東] 田村康仁
10,1,1,ブランノワール,牝5,53.0,富田暁,1:22.3,クビ,22.4,11,460(-2),[西] 須貝尚介
11,7,13,カリオストロ,牝4,52.0,亀田温心,1:22.7,2.1/2,35.3,14,458(+6),[西] 加用正
12,5,9,イベリス,牝5,55.0,酒井学,1:23.1,2.1/2,20.2,10,472(-10),[西] 角田晃一
13,4,7,ヨハン,牡5,53.0,藤井勘一,1:23.5,2.1/2,112.2,18,438(+2),[西] 高橋康之
14,3,5,アクアミラビリス,牝5,53.0,泉谷楓真,1:23.6,3/4,7.8,3,436(+4),[西] 吉村圭司
15,2,3,スマイルカナ,牝4,55.0,丹内祐次,1:23.6,クビ,6.0,1,436(-2),[東] 高橋祥泰
16,2,4,ロンドンテソーロ,牡5,55.0,小沢大仁,1:23.8,1.1/4,77.0,16,516(-2),[東] 栗田徹
17,7,15,ビオグラフィー,牝4,53.0,荻野極,1:23.9,クビ,15.5,8,488(+4),[西] 藤岡健一
18,8,16,キタイ,牝5,52.0,秋山稔樹,1:23.9,クビ,52.2,15,522(+6),[東] 杉浦宏昭
