0,1,2,3
単勝,4,2020,7
複勝,4 6 8,400 420 460,6 7 8
馬連,4 - 6,9350,26
ワイド,4 - 6 4 - 8 6 - 8,"2,430 2,670 1,870",27 28 23
馬単,4 → 6,20340,46
三連複,4 - 6 - 8,23160,54
三連単,4 → 6 → 8,189020,313
