0,1,2,3
単勝,3,350,2
複勝,3 6,160 120,2 1
馬連,3 - 6,380,1
ワイド,3 - 6 3 - 4 4 - 6,"210 1,210 740",1 13 11
馬単,3 → 6,860,3
三連複,3 - 4 - 6,2180,9
三連単,3 → 6 → 4,9410,40
