0,1,2,3
単勝,3,170,1
複勝,3 2 10,110 230 200,1 5 3
枠連,2 - 3,1370,5
馬連,2 - 3,1330,5
ワイド,2 - 3 3 - 10 2 - 10,"490 320 1,070",6 2 14
馬単,3 → 2,1580,5
三連複,2 - 3 - 10,2170,7
三連単,3 → 2 → 10,7080,23
