0,1,2,3
単勝,3,870,5
複勝,3 12 15,290 250 440,4 3 7
枠連,2 - 6,1500,6
馬連,3 - 12,3190,10
ワイド,3 - 12 3 - 15 12 - 15,"1,220 2,140 1,690",10 25 21
馬単,3 → 12,7580,28
三連複,3 - 12 - 15,15710,50
三連単,3 → 12 → 15,95940,296
