0,1,2,3
単勝,13,270,1
複勝,13 5 6,150 330 450,1 5 10
枠連,3 - 7,860,3
馬連,5 - 13,1140,2
ワイド,5 - 13 6 - 13 5 - 6,"660 1,170 2,840",4 10 36
馬単,13 → 5,2010,4
三連複,5 - 6 - 13,9550,31
三連単,13 → 5 → 6,25230,58
