0,1,2,3
単勝,2,570,2
複勝,2 1 13,"260 400 1,070",3 8 11
枠連,1 - 1,3810,20
馬連,1 - 2,3340,12
ワイド,1 - 2 2 - 13 1 - 13,"1,190 4,890 5,930",10 48 56
馬単,2 → 1,5290,14
三連複,1 - 2 - 13,52660,165
三連単,2 → 1 → 13,203150,651
