着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,8,12,サザナミ,牝4,55,シュタル,1:08.1,,6.5,4,408(+6),[東] 堀宣行
2,6,8,プレイズエターナル,牡6,57,戸崎圭太,1:08.1,アタマ,3.2,2,490(0),[西] 安田隆行
3,7,11,クリスマス,牝5,55,田辺裕信,1:08.2,3/4,2.8,1,458(-4),[東] 伊藤大士
4,7,10,アドマイヤイナズマ,牡6,57,丸山元気,1:08.3,1/2,19.9,6,510(-6),[西] 梅田智之
5,2,2,アドマイヤゴッド,牡4,57,横山典弘,1:08.3,ハナ,5.8,3,498(+2),[西] 須貝尚介
6,4,5,カシノワルツ,牝6,55,二本柳壮,1:08.4,クビ,105.5,11,458(-4),[東] 二本柳俊
7,5,7,アブマーシュ,牝7,55,柴田善臣,1:08.5,3/4,97.8,10,488(-12),[東] 菊沢隆徳
8,1,1,コスモドーム,牡5,57,柴田大知,1:08.5,クビ,12.3,5,520(-2),[東] 金成貴史
9,3,3,インスペード,牡7,57,蛯名正義,1:08.6,クビ,51.2,9,506(+6),[東] 萩原清
10,4,4,ユキノアイオロス,セ8,57,内田博幸,1:08.7,3/4,25.4,7,468(-8),[東] 和田正道
11,5,6,トーセンラーク,牝4,55,吉田豊,1:08.7,アタマ,27.6,8,482(-10),[東] 菅原泰夫
12,8,13,ワールンガ,牡6,57,石橋脩,1:08.9,3/4,153.8,12,456(+6),[東] 伊藤圭三
13,6,9,ブライトチェリー,牝6,55,田中勝春,1:09.6,4,193.5,13,482(+8),[東] 菊川正達
