着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,2,3,オルレアンローズ,牝3,53,大野拓弥,1:33.4,,8.4,5,478(+6),[東] 高木登
2,7,13,チョコレートバイン,牝5,55,戸崎圭太,1:33.5,1/2,8.4,4,444(-2),[東] 加藤征弘
3,4,8,ルグランパントル,セ4,57,柴田善臣,1:33.5,ハナ,20.9,9,472(+2),[東] 栗田博憲
4,1,2,スターオブペルシャ,牡3,55,北村宏司,1:33.5,ハナ,6.0,2,506(-2),[東] 藤沢和雄
5,6,11,ストリートキャップ,牡4,57,田辺裕信,1:33.5,ハナ,18.2,7,486(-4),[東] 斎藤誠
6,2,4,ジョーウォルター,牡5,57,福永祐一,1:33.6,クビ,20.9,8,466(-16),[西] 清水久詞
7,8,15,パワースラッガー,牡5,57,田中勝春,1:33.8,1.1/4,32.6,10,486(+2),[東] 菊川正達
8,5,10,メイショウメイゲツ,牝4,55,吉田豊,1:33.9,3/4,10.7,6,462(+2),[東] 小島太
9,7,14,ブランドベルグ,牡4,57,横山典弘,1:34.0,クビ,2.7,1,478(-4),[西] 牧田和弥
10,3,5,ロングシャドウ,牡6,57,内田博幸,1:34.1,3/4,140.9,13,512(-2),[東] 宗像義忠
11,3,6,ナムラバイオレット,牝3,53,津村明秀,1:34.3,1,36.8,11,488(0),[東] 岩戸孝樹
12,4,7,タガノカムイ,牡4,57,石橋脩,1:34.3,ハナ,6.6,3,470(+4),[西] 中尾秀正
13,1,1,シベリアンタイガー,セ5,57,黛弘人,1:34.3,ハナ,169.9,16,464(0),[東] 栗田博憲
14,8,16,レオフラッパー,牝4,55,木幡巧也,1:34.5,1.1/2,168.6,14,476(+8),[東] 杉浦宏昭
15,6,12,ショウナンワダチ,牡5,57,蛯名正義,1:34.6,3/4,138.5,12,484(-2),[東] 大竹正博
16,5,9,パイロキシン,牡4,57,オールプ,1:34.8,1.1/4,169.4,15,498(+2),[東] 柴田政人
