着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,2,4,ショウナンアポロン,牡6,54.0,松岡正海,1:52.7,,20.4,8.0,510(-8),[東] 古賀史生
2,2,3,バスタータイプ,牡4,56.0,内田博幸,1:52.8,3/4,2.6,1.0,526(+4),[西] 佐藤正雄
3,4,8,ドコフクカゼ,牡6,56.5,石川裕紀,1:52.9,3/4,5.5,2.0,518(-6),[西] 友道康夫
4,4,7,イッシンドウタイ,牡7,56.5,田辺裕信,1:53.0,クビ,6.7,3.0,518(-2),[東] 伊藤圭三
5,7,14,クリノスターオー,牡6,58.0,三浦皇成,1:53.2,1.1/4,7.6,5.0,538(+2),[西] 高橋義忠
6,5,10,キープインタッチ,牡6,54.0,吉田豊,1:53.3,1/2,66.5,12.0,512(0),[東] 古賀慎明
7,1,2,ヒラボクプリンス,牡6,54.0,丸山元気,1:53.4,クビ,219.6,15.0,500(-6),[西] 加藤敬二
8,8,16,トウショウフリーク,牡9,56.0,柴山雄一,1:53.4,ハナ,55.0,11.0,494(-2),[西] 今野貞一
9,7,13,モズライジン,牡4,55.0,中谷雄太,1:53.4,ハナ,14.7,6.0,470(+3),[西] 矢作芳人
10,6,11,キクノソル,牡6,55.0,柴田善臣,1:53.5,1/2,68.4,13.0,510(0),[西] 北出成人
11,5,9,サンマルデューク,牡7,56.5,蛯名正義,1:53.6,クビ,7.1,4.0,508(-4),[東] 小島太
12,8,15,マイネルバウンス,牡7,54.0,柴田大知,1:54.0,2.1/2,35.4,9.0,498(+4),[東] 伊藤大士
13,3,5,マイネルクロップ,牡6,57.0,丹内祐次,1:54.0,ハナ,19.2,7.0,512(-1),[西] 飯田雄三
14,6,12,ソロル,牡6,57.5,吉田隼人,1:54.1,1/2,53.4,10.0,504(+14),[西] 中竹和也
15,1,1,キングヒーロー,牡7,54.0,田中勝春,1:54.5,2.1/2,139.0,14.0,502(-12),[西] 大橋勇樹
取,3,6,グランドシチー,牡9,57.0,津村明秀,,,---,,計不,[東] 相沢郁
