着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,1,1,ノボバカラ,牡4,57,内田博幸,1:10.2,,4.9,3,512(-2),[東] 天間昭一
2,6,11,ニシケンモノノフ,牡5,56,横山典弘,1:10.5,1.3/4,4.9,2,512(+9),[西] 庄野靖志
3,7,14,コーリンベリー,牝5,56,松山弘平,1:10.7,1.1/4,3.2,1,502(+5),[東] 小野次郎
4,3,6,ゴーイングパワー,牡7,56,大野拓弥,1:10.7,アタマ,26.2,8,500(-8),[西] 岩元市三
5,5,9,タールタン,牡8,56,北村宏司,1:10.9,1.1/4,7.0,4,506(+2),[西] 吉村圭司
6,3,5,スウィープアウェイ,牡5,56,柴山雄一,1:11.0,3/4,196.9,16,478(0),[東] 矢野英一
7,2,4,グレープブランデー,牡8,58,柴田善臣,1:11.2,1.1/4,27.5,9,524(0),[西] 安田隆行
8,8,15,エイシンブルズアイ,牡5,57,石橋脩,1:11.3,1/2,8.2,5,478(+4),[西] 野中賢二
9,7,13,キタサンミカヅキ,牡6,56,武士沢友,1:11.5,1.1/2,15.3,6,532(0),[東] 古賀史生
10,4,7,ダノングッド,牡4,56,丸田恭介,1:11.5,ハナ,18.3,7,504(-12),[西] 村山明
11,5,10,マキャヴィティ,牡5,56,津村明秀,1:11.6,クビ,38.2,10,516(+2),[東] 萩原清
12,1,2,サトノタイガー,牡8,56,真島大輔,1:11.7,1/2,182.5,15,470(+10),[地] 小久保智
13,6,12,カジキ,牡7,56,松岡正海,1:12.0,1.3/4,50.5,11,500(-4),[西] 笹田和秀
14,4,8,テムジン,牡7,56,笹川翼,1:12.0,ハナ,75.8,12,486(+12),[地] 小久保智
15,8,16,フラットライナーズ,牡4,56,左海誠二,1:12.3,2,122.4,13,498(+4),[地] 林正人
16,2,3,ルックスザットキル,牡4,56,早田功駿,1:13.3,6,137.2,14,522(+5),[地] 米田英世
