着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,5,10,ロードクエスト,牡3,55.0,池添謙一,1:33.0,,2.8,1.0,452(+2),[東] 小島茂之
2,2,3,カフェブリリアント,牝6,54.0,戸崎圭太,1:33.1,1/2,12.3,6.0,452(+18),[東] 堀宣行
3,3,5,ダノンプラチナ,牡4,58.0,蛯名正義,1:33.3,1.1/4,5.7,2.0,470(-18),[東] 国枝栄
4,1,1,ダイワリベラル,牡5,56.0,北村宏司,1:33.5,1.1/2,11.1,4.0,528(+10),[東] 菊沢隆徳
4,3,6,クラリティスカイ,牡4,57.5,田辺裕信,1:33.5,同着,16.7,9.0,496(0),[東] 斎藤誠
6,7,13,トウショウドラフタ,牡3,54.0,吉田豊,1:33.6,3/4,20.7,10.0,470(+10),[東] 萱野浩二
7,8,15,ペイシャフェリス,牝5,53.0,大野拓弥,1:33.6,アタマ,33.0,11.0,456(+2),[東] 高市圭二
8,4,7,ピークトラム,牡5,56.0,小牧太,1:33.6,アタマ,11.5,5.0,494(0),[西] 橋口慎介
9,8,16,リーサルウェポン,牝5,50.0,吉田隼人,1:33.7,1/2,42.1,12.0,432(-2),[西] 荒川義之
10,7,14,ダノンリバティ,牡4,56.0,松若風馬,1:33.8,1/2,6.5,3.0,518(-4),[西] 音無秀孝
11,6,11,ダンスアミーガ,牝5,53.0,勝浦正樹,1:33.9,1/2,16.5,8.0,480(-2),[西] 中竹和也
12,6,12,スマートオリオン,牡6,57.0,柴山雄一,1:33.9,アタマ,95.9,14.0,504(0),[東] 鹿戸雄一
13,4,8,ラングレー,牡5,56.0,柴田善臣,1:34.1,1,15.5,7.0,480(-6),[西] 矢作芳人
14,2,4,シベリアンスパーブ,牡7,54.0,松岡正海,1:34.4,2,79.0,13.0,502(-2),[東] 手塚貴久
15,5,9,ワキノブレイブ,牡6,56.0,津村明秀,1:34.4,アタマ,143.0,15.0,490(0),[西] 清水久詞
取,1,2,アルマディヴァン,牝6,53.0,横山典弘,,,---,,計不,[東] 高橋文雅
