0,1,2,3
単勝,5,170,1
複勝,5 8 3,110 130 180,1 2 5
枠連,5 - 7,210,1
馬連,5 - 8,370,1
ワイド,5 - 8 3 - 5 3 - 8,170 340 440,1 4 6
馬単,5 → 8,480,1
三連複,3 - 5 - 8,810,2
三連単,5 → 8 → 3,2000,2
