着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,6,11,ギルデッドミラー,牝5,54,三浦皇成,1:35.6,,6.0,2,490(-6),[西] 松永幹夫
2,4,7,レモンポップ,牡4,56,戸崎圭太,1:35.6,ハナ,1.7,1,518(0),[東] 田中博康
3,4,8,バスラットレオン,牡4,58,坂井瑠星,1:35.7,1/2,21.9,7,490(0),[西] 矢作芳人
4,6,12,スマッシングハーツ,牡6,56,鮫島克駿,1:36.1,2.1/2,10.7,4,510(0),[西] 新谷功一
5,7,14,ハヤブサナンデクン,牡6,56,福永祐一,1:36.1,クビ,10.2,3,512(+2),[西] 吉村圭司
6,5,9,タガノビューティー,牡5,56,石橋脩,1:36.2,クビ,16.2,6,520(+2),[西] 西園正都
7,2,4,アドマイヤルプス,セ5,56,ルメール,1:36.4,1.1/4,15.3,5,546(-2),[東] 加藤征弘
8,2,3,アシャカトブ,牡6,56,レーン,1:36.8,2.1/2,50.6,10,504(-2),[東] 小笠倫弘
9,3,5,サンライズノヴァ,牡8,58,松若風馬,1:36.9,1,69.4,13,532(-4),[西] 音無秀孝
10,3,6,エアスピネル,牡9,56,マーカン,1:36.9,ハナ,50.7,11,488(+11),[西] 笹田和秀
11,5,10,デュードヴァン,牡5,56,ムーア,1:37.0,クビ,78.7,14,466(+4),[西] 池添学
12,1,2,セキフウ,牡3,55,Ｍ．デム,1:37.1,1/2,30.2,8,476(+5),[西] 武幸四郎
13,8,15,デュープロセス,牡6,56,菅原明良,1:37.1,クビ,137.5,15,498(+12),[東] 高柳瑞樹
14,7,13,ブラッティーキッド,牡4,56,水口優也,1:37.2,クビ,45.3,9,504(+6),[西] 中尾秀正
15,1,1,フルデプスリーダー,牡5,57,石川裕紀,1:37.2,クビ,57.0,12,490(0),[東] 斎藤誠
16,8,16,ケイデンスコール,牡6,57,ドイル,1:37.9,4,196.2,16,474(-4),[西] 安田隆行
