着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,8,12,テリオスベル,牝5,54,江田照男,2:08.5,,54.4,10,444(0),[東] 田島俊明
2,5,6,サクラアリュール,牡7,57,石川裕紀,2:08.7,1,30.7,9,486(+2),[西] 村山明
3,8,11,ゲンパチルシファー,牡6,56,津村明秀,2:08.7,ハナ,13.1,6,524(0),[西] 佐々木晶
4,6,7,レッドソルダード,セ4,56,団野大成,2:08.9,1,7.5,3,492(-2),[西] 奥村豊
5,1,1,ディアセオリー,牡5,56,菅原明良,2:09.1,1.1/2,9.7,4,496(0),[東] 高木登
6,5,5,アルドーレ,牡7,58,レーン,2:09.2,クビ,1.9,1,488(0),[西] 西村真幸
7,4,4,アルーブルト,牡4,56,Ｍ．デム,2:09.6,2.1/2,6.0,2,476(0),[西] 畑端省吾
8,3,3,シャンパンクーペ,牡6,56,中井裕二,2:10.0,2.1/2,281.2,12,546(+10),[西] 今野貞一
9,7,9,アンセッドヴァウ,セ5,56,内田博幸,2:10.1,3/4,147.2,11,458(+12),[西] 中竹和也
10,7,10,エブリワンブラック,牡5,57,戸崎圭太,2:10.4,2,10.6,5,486(-3),[西] 武幸四郎
11,2,2,アメリカンフェイス,牡5,56,吉田豊,2:11.0,3.1/2,24.2,8,502(0),[東] 戸田博文
12,6,8,レザネフォール,牡5,56,ルメール,2:12.4,9,13.2,7,470(-2),[西] 池江泰寿
