0,1,2,3
単勝,15,350,1
複勝,15 5 7,160 190 260,1 3 6
枠連,3 - 8,770,2
馬連,5 - 15,900,2
ワイド,5 - 15 7 - 15 5 - 7,"440 850 1,300",2 7 19
馬単,15 → 5,1710,2
三連複,5 - 7 - 15,4300,11
三連単,15 → 5 → 7,14140,23
