0,1,2,3
単勝,11,360,1
複勝,11 13 5,140 280 160,1 6 2
枠連,7 - 8,1140,3
馬連,11 - 13,1870,7
ワイド,11 - 13 5 - 11 5 - 13,"690 360 1,100",7 1 13
馬単,11 → 13,2770,6
三連複,5 - 11 - 13,2450,5
三連単,11 → 13 → 5,12740,20
